ID,Title,News Logo,Alttext,Titletext,News Url,Body,UserIDNumber,Date
3626,RiseSmart looks to hire 100 employees in PuneRead,et-rise-logo.jpg,RiseSmart looks to hire 100 employees in PuneRead,RiseSmart looks to hire 100 employees in PuneRead,http://economictimes.indiatimes.com/small-biz/startups/risesmart-looks-to-hire-100-employees-in-pune/articleshow/60776009.cms,"<p>BENGALURU: Career transition services provider RiseSmart is in the process of expanding its outplacement and redeployment support to Indian corporations.</p>
",11,9/21/2017 10:45
3651,"My First Job: Sanjay Sathe, Founder, President & CEO, RiseSmart Inc.",jobs-and-careers-logo.jpg,"My First Job: Sanjay Sathe, Founder, President & CEO, RiseSmart Inc.","My First Job: Sanjay Sathe, Founder, President & CEO, RiseSmart Inc.",http://content.timesjobs.com/my-first-job-sanjay-sathe-founder-president-ceo-risesmart-inc-/articleshow/60776498.cms,"<p>Job experiences teach you many things beyond polishing your skill-sets. These learnings tend to be your guidelines for the coming times in personal and professional life. The 'My First Job' captures this essence from the industry leaders. Here is an account from Sanjay Sathe, Founder, President & CEO RiseSmart Inc...</p>
",11,9/21/2017 10:45
3621,Ensuring smooth transitions,the-statesman-logo.png,Ensuring smooth transitions,Ensuring smooth transitions,http://www.thestatesman.com/books-education/ensuring-smooth-transitions-1502489149.html,"<p>With every opportunity comes the question of how to best meet the market needs while mitigating the risks of restructuring and workforce realignment. Hence, the demand for an experienced transition provider is at an unprecedented high.</p>
",11,9/8/2017 10:45
3571,5 Ways to Make the Most of Your Internship,recruiter-logo_3.jpg,5 Ways to Make the Most of Your Internship,5 Ways to Make the Most of Your Internship,https://www.recruiter.com/i/5-ways-to-make-the-most-of-your-internship/,"<p>Whether you’re a fresh college graduate or going through a career transition, internships can help fill the gap between education/acquired skills and real-world experience. An annual survey by the National Association of Colleges and Employers (NACE) found 91 percent of employers say candidate experience is a factor in hiring decisions, and half prefer new grads’ experience come from internships or co-op programs...</p>
",11,8/18/2017 8:14
3576,14 CEOs reveal the No. 1 job skill they look for in employees - Quotes from RiseSmart's CEO,business-insider-logo.jpg,14 CEOs reveal the No. 1 job skill they look for in employees - Quotes from RiseSmart's CEO,14 CEOs reveal the No. 1 job skill they look for in employees - Quotes from RiseSmart's CEO,http://www.businessinsider.com/14-ceos-reveal-the-no-1-job-skill-they-look-for-2017-8/#-6,"<p>Sanjay Sathe, RiseSmart: ""Validation engineering, accounting, and full stack developing are the most sought after skills in 2017. Those with a combination of essential soft skills and these difficult to find hard skills will be able to work at the most prestigious companies and demand the highest pay and benefits.""</p>
",11,8/15/2017 10:45
3566,Beyond Human Resources: 4 Ways to Improve Human Capital Management,business-news-daily-logo.jpg,Beyond Human Resources: 4 Ways to Improve Human Capital Management,Beyond Human Resources: 4 Ways to Improve Human Capital Management,http://www.businessnewsdaily.com/8145-human-capital-management.html,"<p>Human resources departments play a complex and dynamic role in businesses, but their primary responsibility is what's known as ""human capital management"" (HCM). According to Gartner, HCM is a ""set of practices related to people resource management,"" specifically in the categories of workforce acquisition, management and optimization. HCM is applicable to any organization, but it's especially important for companies with ""knowledge workers,"" where the business's most critical asset is its people...</p>
",11,8/8/2017 9:45
3561,14 CEOs on the Most Valuable Job Skill Right Now,money-logo_2.jpg,14 CEOs on the Most Valuable Job Skill Right Now,14 CEOs on the Most Valuable Job Skill Right Now,http://time.com/money/4881347/ceos-best-career-skills/?xid=homepage,"<p>There's no shortage of career advice out there and everyone from your favorite self help gurus to your least favorite in-law thinks they're an expert on the subject. Good advice — useful, nuanced, and proven — is harder to come by. After all, it's tough to suss out what employers value in their workforce, or their applicant pool, without asking them directly. So we decided to do just that...</p>
",11,8/3/2017 9:45
3581,On The Move - RiseSmart's Brenda Lee,mercury-news-logo.jpg,On The Move - RiseSmart's Brenda Lee,On The Move - RiseSmart's Brenda Lee,http://info.risesmart.com/hubfs/Assets/News_Brenda_Mercury-News-People-On-The-Move.pdf,"<p>Brenda Lee - RISESMART - The San Jose provider of services that assist in career transitions appointed Brenda Lee vice president of customer success. Previously, she served at Gyft.</p>
",11,7/30/2017 9:45
3506,This tool lets you see what your exiting employees are thinking ,itbusiness.ca-logo.png,This tool lets you see what your exiting employees are thinking ,This tool lets you see what your exiting employees are thinking ,http://www.itbusiness.ca/news/this-tool-lets-you-see-what-your-exiting-employees-are-thinking/92625,"<p>Human resources departments may want to take a look at this new software from contemporary career transition services provider, RiseSmart. The company announced that today its Software-as-a-Service (SaaS) platform, RiseSmart Insight is now available in Canada. The platform allows organizations to collect exiting employee sentiment and gather insight into the organization’s brand via those employees...</p>
",11,7/18/2017 9:45
3516,A 5-Minute Phone Call Can Save You Thousands of Dollars,inc-logo_0.jpg,A 5-Minute Phone Call Can Save You Thousands of Dollars,A 5-Minute Phone Call Can Save You Thousands of Dollars,https://www.inc.com/heather-r-huhman/a-5-minute-phone-call-can-save-you-thousands-of-do.html,"<p>Make the most of your reference check by talking with a candidate's co-workers. This is how you can get more information out of them. When employers think of a reference check, they often consider just one person: the job candidate's former boss. Worse, some employers skip looking into a candidate's background altogether...</p>
",11,7/18/2017 9:45
3481,Virtual Career Coaching: Is it the secret to job placement success?,hr.com-logo_1.jpg,Virtual Career Coaching: Is it the secret to job placement success?,Virtual Career Coaching: Is it the secret to job placement success?,http://info.risesmart.com/hubfs/Assets/Virtual-Career-Coaching-Is-it-the-secr...-The-Human-Resources-Social-Network.pdf,"<p>A RiseSmart Study of 7,400 jobseekers found that within one year of being laid off, only 28% of these job seekers landed a new role without career coaching. According to this study, career coaches are the key to success for many job seekers. It makes sense that while employed, most people people spend their time perfecting the skills associated with their current roles and becoming experts in their fields -- not necessarily staying current with job search trends and best practices. Career coaches, on the other hand, are the experts on job search best practices. Their professional advice helps even the most accomplished and respected executives develop their interviewing skills and make informed job search and career decisions. Career coaches do more than simply review resumes, they are agents of behavioral change and experts at providing strategic guidance and support...</p>
",11,7/14/2017 9:45
3476,HR Works: Strengthen Your Employer Brand by Offering Outplacement Services,hrda-logo_2.jpg,HR Works: Strengthen Your Employer Brand by Offering Outplacement Services,HR Works: Strengthen Your Employer Brand by Offering Outplacement Services,http://hrdailyadvisor.blr.com/podcast/hr-works-strengthen-employer-brand-offering-outplacement-services/,"<p>PODCAST: Organizations are spending more and more time focusing on conveying their employer brand when recruiting candidates—generally, these efforts are intended to give potential candidates insights into company culture, as well as what they might expect in their day-to-day experience at the company. But one area that employers may overlook when crafting and projecting their brand is how they treat their people post-employment—that is, upon and after termination...</p>
",11,7/13/2017 9:45
3451,Do companies screen candidates based on poor criteria?,hrdive-logo_0.jpg,Do companies screen candidates based on poor criteria?,Do companies screen candidates based on poor criteria?,http://www.hrdive.com/news/do-companies-screen-candidates-based-on-poor-criteria/443045/,"<p>Most companies spend a great deal of time developing job descriptions that cover the requirements of each job. Things like work experience, educational level and technology knowledge are all standard elements that appear on job descriptions. These criteria are then transferred to job advertisements, with the idea that qualified candidates will take the time to apply...</p>
",11,6/29/2017 9:45
3486,Your Startup Can Recover From A Scandal: 5 Steps Executives Can Take To Mend Their Reputations,forbes-logo_0.jpg,Your Startup Can Recover From A Scandal: 5 Steps Executives Can Take To Mend Their Reputations,Your Startup Can Recover From A Scandal: 5 Steps Executives Can Take To Mend Their Reputations,https://www.forbes.com/sites/groupthink/2017/06/26/your-startup-can-recover-from-a-scandal-5-steps-executives-can-take-to-mend-their-reputations/#3217503410ea,"<p>In recent news, there have been many cases of executives losing their jobs due to controversy at their company. Just this week, Uber CEO Travis Kalanick resigned amid a growing crisis at the transportation start-up. His exodus follows that of several other top executives at the company in recent months. The members of the executive staff at Uber aren’t the first to find themselves under fire in the last year. In April, the CEO of United faced controversy when a passenger was taken off an overbooked flight, Wells Fargo and its executive continue to come under fire for modifying mortgages without authorization and other illegal practices, and Volkswagen was asked to pay fines for not following guidelines for emissions tests...</p>
",11,6/26/2017 9:45
3411,The Five Most Important Things To Do During Your Summer Internship,fast-company-logo_1.jpg,The Five Most Important Things To Do During Your Summer Internship,The Five Most Important Things To Do During Your Summer Internship,https://www.fastcompany.com/40421475/the-five-most-important-things-to-do-during-your-summer-internship,"<p>You scored a summer internship, but maybe it’s not as exciting as you’d hoped. Filing, data entry, and coffee runs may not seem like meaningful work, but it’s possible to turn the experience into something rewarding. More than three-quarters of recruiters say that past work experience is more important than a college major for entry-level candidates, and 70% of college seniors agree that internship experience is more valuable than their college GPA when applying for a job, according to a study by talent acquisition software provider iCIMS.</p>
",11,6/8/2017 9:45
3406,Having Trouble Retaining Entry-Level Employees? The Problem Might Be How You Hire,recruiter-logo_2.jpg,Having Trouble Retaining Entry-Level Employees? The Problem Might Be How You Hire,Having Trouble Retaining Entry-Level Employees? The Problem Might Be How You Hire,https://www.recruiter.com/i/having-trouble-retaining-entry-level-employees-the-problem-might-be-how-you-hire/,"<p>According to new research from the Rockefeller Foundation and Edelman Intelligence, finding, hiring, and retaining entry-level talent has become a challenge for many organizations. Although 97 percent of employers say entry-level jobs are important to their business performance, 43 percent of them are having trouble sourcing candidates to fill these roles. Where’s the disconnect?</p>
",11,6/8/2017 9:45
3416,Hiring on a Budget,bloomberg-bna-logo_0.jpg,Hiring on a Budget,Hiring on a Budget,http://info.risesmart.com/hubfs/Assets/Bloomberg-BNA-Hiring-on-a-Budget.pdf,"<p>Employers with tight recruiting budgets can still hire excellent employees through word of mouth and other inexpensive methods, consultants say. ‘‘Encourage your employees to refer their peers and acquaintances within your industry,’’ Emily Elder, practice development manager at San Jose, Calif.-based out-placement services company RiseSmart, told Bloomberg BNA in a May 17 email. ‘‘Offer a reasonable gift to employees whose referral is hired. Inexpensive examples include offering an extra day of PTO or a gift card.’’</p>
",11,5/22/2017 9:45
3511,RiseSmart career coaching curriculum accredited by International Coach Federation ,hr-technologist-logo.png,RiseSmart career coaching curriculum accredited by International Coach Federation ,RiseSmart career coaching curriculum accredited by International Coach Federation ,https://www.hrtechnologist.com/news/talent-performance-management/risesmart-career-coaching-curriculum-accredited-by-international-coach-federation/,"<p>The International Coach Federation (ICF) has awarded accreditation to RiseSmart’s proprietary coaching and monthly professional development programs. RiseSmart, the leading provider of contemporary career transition services, is now providing its career coaches with accredited continuing education credits through an internally developed curriculum. Through its ICF-accredited programs, RiseSmart ensures that coaches remain current with best practices and program participants receive the highest level of service...</p>
",11,5/19/2017 9:45
3446,Insights into the impact of economic trends on HR best practices,hmrpa.png,Insights into the impact of economic trends on HR best practices,Insights into the impact of economic trends on HR best practices,https://issuu.com/greatrivermedia/docs/hr_update_may_8__2017/13,"<p>How does an organization protect its employer brand in a fluctuating economy? Outside influences such as rising operational costs, increases in corporate taxes, and lack of available operating capital can have adverse effects on an organization's ability to support its facilities and staff...</p>
",11,5/18/2017 9:45
3366,How to Work With Recruiters to Win Your Next Job,usnews-logo_0.png,How to Work With Recruiters to Win Your Next Job,How to Work With Recruiters to Win Your Next Job,http://money.usnews.com/money/blogs/outside-voices-careers/articles/2017-05-16/how-to-work-with-recruiters-to-win-your-next-job,"<p>Recruiters play a unique role in any company's hiring process. They are hired to find talent that a company can't find for itself and, in a sense, the candidates they provide for consideration are their ""inventory."" On the other hand, the more the candidate commands in terms of starting salary, the greater their commission...</p>
",11,5/16/2017 9:45
3616,Ambition has the Power to Release Creative Ideas,mail-today-logo.png,Ambition has the Power to Release Creative Ideas,Ambition has the Power to Release Creative Ideas,http://info.risesmart.com/hubfs/Assets/Article_Mail-Today_5-9-2017.jpg,"<p>Talent spotters now regard potential as one of the key employee attributes for hiring. How do you spot potential and passion during a job interview?</p>
",11,5/9/2017 10:45
3341,Project an Employee-First Culture by Offering Severance Packages,recruiter-logo_1.jpg,Project an Employee-First Culture by Offering Severance Packages,Project an Employee-First Culture by Offering Severance Packages,https://www.recruiter.com/i/project-an-employee-first-culture-by-offering-severance-packages/,"<p>How an employee is treated on the way out can be just as important as how they are treated during their time with the company. A reputation for helping outgoing employees makes a business more attractive to top talent compared to its competitors.</p>
",11,5/8/2017 10:45
3346,How Headhunters Use LinkedIn to Find Talented Candidates,usnews-logo.png,How Headhunters Use LinkedIn to Find Talented Candidates,How Headhunters Use LinkedIn to Find Talented Candidates,http://money.usnews.com/money/blogs/outside-voices-careers/articles/2017-05-05/how-headhunters-use-linkedin-to-find-talented-candidates,"<p>Today, about 95 percent of recruiters utilize LinkedIn as a major sourcing tool to find candidates to present to their client companies seeking top-tier talent. But if you want to be found by one of them, it's important to understand how they use LinkedIn to source their candidates and position yourself accordingly.</p>
",11,5/5/2017 10:45
3351,15 Ways You Can Make Money From Your Computer Right Now,yam-logo.png,15 Ways You Can Make Money From Your Computer Right Now,15 Ways You Can Make Money From Your Computer Right Now,http://www.youngadultmoney.com/2017/04/26/ways-you-can-earn-money-from-your-computer-right-now/,"<p>Do you want to make money at home on your own time? Whether you are looking to make a full-time income or just make a few extra bucks a month, there are many ways to make money right from your own computer.</p>
",11,4/30/2017 10:45
3361,How AI will improve corporate learning,training-zone-logo.png,How AI will improve corporate learning,How AI will improve corporate learning,http://www.trainingzone.co.uk/community/blogs/blake-beus/how-ai-will-improve-corporate-learning,"<p>Let me know if you have any questions,” is a phrase new employees commonly hear from mentors during the employee onboarding process, but new hire’s questions can be expensive. Managers’ time spent helping new employees learn procedures and basic company routines is time not spent on value-driven projects.</p>
",11,4/28/2017 10:45
3356," As shoppers shift online, so do Southern California jobs ",la-times-logo.png," As shoppers shift online, so do Southern California jobs "," As shoppers shift online, so do Southern California jobs ",http://www.latimes.com/business/la-fi-retail-jobs-20170430-htmlstory.html,"<p>After more than five decades selling women’s clothing, Limited Stores Co. filed for bankruptcy early this year and closed its 250 stores nationwide, including several in Southern California malls where dozens of employees lost their jobs.</p>
",11,4/28/2017 10:45
3331,Severance Best Practices For Your Annual Benefits Check-Up,hr.com-logo_0.jpg,Severance Best Practices For Your Annual Benefits Check-Up,Severance Best Practices For Your Annual Benefits Check-Up,http://info.risesmart.com/hubfs/Assets/B&W_April2017-Sev-best-practices.pdf,"<p>What changes will you be making to your benefits and severance packages next year? What are the best practices for severance? What are your competitors doing to protect their employer brand and recruit and retain the best talent? In a recent survey of businesses with at least 500 employees, we captured answers to some of the most asked questions from HR leaders around best practices for severance.</p>
",11,4/21/2017 10:45
3321,Treat Job Candidates Well For Brand-Name Boost,bloomberg-bna-logo.jpg,Treat Job Candidates Well For Brand-Name Boost,Treat Job Candidates Well For Brand-Name Boost,http://info.risesmart.com/hubfs/Assets/Treat-Job-Candidates-Well-for-Brand-Name-Boost.pdf,"<p>Employment branding has become a popular term for how job applicants view a company as a potential employer, but it also plays a role in how they view the company as consumers. In other words, if an applicant has a bad experience at a company, he or she is less likely to buy what that employer is selling.</p>
",11,4/17/2017 10:45
3281,"Guide to Severance Reveals Positive Changes in Payout, Eligibility, and Benefits",hrda-logo_0.jpg,"Guide to Severance Reveals Positive Changes in Payout, Eligibility, and Benefits","Guide to Severance Reveals Positive Changes in Payout, Eligibility, and Benefits",http://hrdailyadvisor.blr.com/2017/03/28/guide-severance-reveals-positive-changes-payout-eligibility-benefits/,"<p>RiseSmart, a provider of contemporary career transition services, has released its 2017 Guide to Severance and Workforce Transition. The Guide helps organizations ensure their severance policies are competitive and comprehensive. Containing rich data from a survey of U.S. businesses with at least 500 employees, the Guide gives organizations an easy way to benchmark their severance eligibility, duration, and benefits against peers in their industries and geographies.</p>
",11,3/28/2017 10:45
3286,Infographic: Severance Trends Are Evolving to Ensure a Soft Landing for Separating Employees,hrda-logo_1.jpg,Infographic: Severance Trends Are Evolving to Ensure a Soft Landing for Separating Employees,Infographic: Severance Trends Are Evolving to Ensure a Soft Landing for Separating Employees,http://hrdailyadvisor.blr.com/infographic/infographic-severance-trends-evolving-ensure-soft-landing-separating-employees/,"<p>RiseSmart, a provider of contemporary career transition services, has released its 2017 Guide to Severance and Workforce Transition. The Guide helps organizations ensure their severance policies are competitive and comprehensive. Containing rich data from a survey of U.S. businesses with at least 500 employees, the Guide gives organizations an easy way to benchmark their severance eligibility, duration, and benefits against peers in their industries and geographies.</p>
",11,3/27/2017 10:45
3256,Study: More employers offering severance packages for longer time periods,hrdive-logo.jpg,Study: More employers offering severance packages for longer time periods,Study: More employers offering severance packages for longer time periods,http://www.hrdive.com/news/study-more-employers-offering-severance-packages-for-longer-time-periods/438732/,"<p>RiseSmart, a career transition service, released a guide showing that more companies are giving severance pay for longer time periods. The 2017 Guide to Severance and Workforce Transition surveyed U.S. employers with at least 500 workers.</p>
",11,3/23/2017 10:45
3261,Freelancers Are The Answer To A Slow Hiring Process,forbes-logo.jpg,Freelancers Are The Answer To A Slow Hiring Process,Freelancers Are The Answer To A Slow Hiring Process,https://www.forbes.com/forbes/welcome/?toURL=https://www.forbes.com/sites/wesgay/2017/03/21/freelance-millennials/&refURL=&referrer=#49b45e8817af,"<p>The job description of “freelancer” once conjured images of a workplace mercenary, someone hired for a specific task and a specific time. After the work finished, the freelancer moved to the next job. Many millennials view a freelance lifestyle as the ultimate dream. Time freedom and location flexibility are benefits of the freelance role, and many millennials want to be their own boss.</p>
",11,3/21/2017 10:45
3211,How AI is radically streamlining the onboarding process,vb-logo.jpg,How AI is radically streamlining the onboarding process,How AI is radically streamlining the onboarding process,http://venturebeat.com/2017/02/27/how-ai-is-radically-streamlining-the-onboarding-process/,"<p>Human resources technology — leveraged by nearly every organization in some capacity — is changing rapidly, thanks to technological advancement in artificial intelligence (AI), semantic matching capabilities, and people analytics. As Josh Bersin noted in Deloitte’s recent Perspective report, the number of organizations using people data to predict business performance has increased by 29 percent from 2015 to 2016.</p>
",11,2/27/2017 10:45
3171,"Stuff You Should Know Vol. 2 – War, Thievery, George Clooney, and the Power of We",aptitude-logo.jpg,"Stuff You Should Know Vol. 2 – War, Thievery, George Clooney, and the Power of We","Stuff You Should Know Vol. 2 – War, Thievery, George Clooney, and the Power of We",http://www.aptituderesearchpartners.com/2017/02/10/stuff-you-should-know-vol-2/,"<p>RiseSmart – Not George Clooney’s Outplacement. The frame of reference most people have for outplacement services is the movie Up in the Air, in which George Clooney’s character crisscrosses the country handing out strategy packets to the newly downsized. I’m happy to assure you this is NOT the future of Outplacement from solution provider RiseSmart, who have spent the last 10 years creating technology to accelerate career transitions, and ironically, humanize the experience...</p>
",11,2/10/2017 10:45
3176,Using Bad News to Create a Recruiter-Candidate Bond,dice-logo.jpg,Using Bad News to Create a Recruiter-Candidate Bond,Using Bad News to Create a Recruiter-Candidate Bond,http://insights.dice.com/2017/02/07/using-bad-news-create-recruiter-candidate/,"<p>Sometimes good candidates don’t land the jobs they’re qualified for. As a recruiter, you know it happens for all kinds of reasons, from mismatched cultural expectations to hiring managers who feel threatened by a candidate’s superior credentials. Whatever the reason, it’s inevitably the recruiter’s job to deliver the bad news, which is uncomfortable even in the best of cases. In addition, there’s more pressure around the conversation than simply gathering the will to say: “They’re making an offer to somebody else.” ...</p>
",11,2/7/2017 10:45
3156,PM Update: Tranquil weather for Super Bowl Sunday,washington-post-logo.jpg,PM Update: Tranquil weather for Super Bowl Sunday,PM Update: Tranquil weather for Super Bowl Sunday,https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/02/04/pm-update-tranquil-weather-for-super-bowl-sunday/?utm_term=.89648d9f3806,"<p>Correlations and Causations: From the “correlation does not equal causation” files, a company called RiseSmart has found that of the two cities playing in the big game, the team whose metropolitan area has the lowest unemployment rate has won 26 of the past 35 Super Bowls. So who has the lower unemployment rate between Atlanta and Boston? As of November 2016, Atlanta’s unemployment rate was 4.8 while Boston’s was 2.4. So yeah, take that for what it’s worth...</p>
",11,2/4/2017 10:45
3141,5 Solutions That Can Boost Employee Happiness,inc-logo.jpg,5 Solutions That Can Boost Employee Happiness,5 Solutions That Can Boost Employee Happiness,http://www.inc.com/shawn-murphy/5-solutions-that-can-boost-employee-happiness.html,"<p>Happiness in the workplace is tricky. First, agreeing on a definition of happiness is difficult in itself. Second, the remedy for unhappiness at work is open to much speculation. Does happiness even have a place at work?</p>
",11,2/2/2017 10:45
3146,The Deep Learning HR Service That Could Have Made Carly Fiorina President,itbusinessedge-logo.jpg,The Deep Learning HR Service That Could Have Made Carly Fiorina President,The Deep Learning HR Service That Could Have Made Carly Fiorina President,http://www.itbusinessedge.com/blogs/unfiltered-opinion/the-deep-learning-hr-service-that-could-have-made-carly-fiorina-president.html,"<p>One of the things that has been very clear to me over the last decade is that too many CEOs see layoffs as a tool they can aggressively use to meet quarterly numbers and/or spike their stock. They have no real concept that eliminating large numbers of qualified employees is like letting a two-year-old with a drill get rid of the extra weight in a race car. The damage done often exceeds the benefits of a layoff...</p>
",11,1/30/2017 10:45
3131,The Best Way to Explain the Gaps in Your Resume,money-logo_1.jpg,The Best Way to Explain the Gaps in Your Resume,The Best Way to Explain the Gaps in Your Resume,http://time.com/money/4641631/best-way-explain-gaps-in-resume/?xid=homepage,"<p>For returning employees, the best connections can often be found outside your professional circle, notes Lindsay Witcher of outplacement firm RiseSmart. If you've been a stay-at-home mom, for example, tell your kids' school administrators that you're looking for opportunities. The same goes for meet-ups, mommy-and-me classes, and other social groups...</p>
",11,1/23/2017 10:30
3101,How to Get Back in the Game,money-logo_0.jpg,How to Get Back in the Game,How to Get Back in the Game,https://cdn2.hubspot.net/hubfs/1866346/Assets/RiseSmart_Money-Magazine_January-2017.pdf?t=1484849806249,"<p>THE 2017 JOB MARKET is shaping up to be the hottest in years, with employment on track to hit pre­recession levels by the spring, according to Brookings Institution projections. That's good news for anyone planning to get back into the workforce after a career hiatus...</p>
",11,1/8/2017 10:30
3071,How to Keep Good Employees When Their Current Roles Are a Bad Fit,hrda-logo.jpg,How to Keep Good Employees When Their Current Roles Are a Bad Fit,How to Keep Good Employees When Their Current Roles Are a Bad Fit,http://hrdailyadvisor.blr.com/2017/01/06/keep-good-employees-current-roles-bad-fit/,"<p>Mobility is the new buzzword in HR. The gig economy, a growing Millennial workforce, remote workers, and globalization have all contributed to a change in how companies and employees view the employer/employee relationship. Organizations and HR departments that haven’t found ways to retain talent and leverage the recent trends to their advantage...</p>
",11,1/6/2017 10:35
3076,Recruiter Top 10: Recruiting and Hiring Trends to Pay Attention to in 2017,recruiter-logo.jpg,Recruiter Top 10: Recruiting and Hiring Trends to Pay Attention to in 2017,Recruiter Top 10: Recruiting and Hiring Trends to Pay Attention to in 2017,https://www.recruiter.com/i/recruiter-top-10-recruiting-and-hiring-trends-to-pay-attention-to-in-2017/,"<p>In a recent RiseSmart study, we found that recruiters are now focusing more on the candidate experience as a way to protect their brands and to save time and money associated with recruiting. Here are some new trends in recruiting which will make the hiring process more effective and efficient for companies and job seekers...</p>
",11,1/6/2017 10:30
3126,How the Gig Economy Will Change in 2017,fast-company-logo_0.jpg,How the Gig Economy Will Change in 2017,How the Gig Economy Will Change in 2017,https://www.fastcompany.com/3066905/the-future-of-work/how-the-gig-economy-will-change-in-2017,"<p>The gig economy has been on the rise for several years, and many reports point to a continued trend in American workers taking on both side gigs and cobbling together a living from a hodgepodge of short-term work or longer-term contracted jobs...</p>
",11,1/5/2017 10:45
3121,Let’s Start Thinking About Outplacement as More Than Just a Perk,hr.com-logo.jpg,Let’s Start Thinking About Outplacement as More Than Just a Perk,Let’s Start Thinking About Outplacement as More Than Just a Perk,https://www.hr.com/en/magazines/all_articles/let%E2%80%99s-start-thinking-about-outplacement-as-more-th_ix1ohdzi.html,"<p>Even among today's most promising companies, layoffs are inevitable. Money Morning reported a 13% increase in layoffs from 2014 to 2015 due to shifting political priorities, economy instabilities, an increase in mergers and acquisitions, and cyclical hiring and cutting across some industries. Organizations that stand by their employees throughout their entire career lifespan - from hiring and onboarding to layoffs and outplacement - are more likely to attract and retain talented workers...</p>
",11,12/23/2016 10:45
3116,You Can Turn Your Temp Job Into a Permanent Role – If You Know How to Stand Out,recruiter-logo_0.jpg,You Can Turn Your Temp Job Into a Permanent Role – If You Know How to Stand Out,You Can Turn Your Temp Job Into a Permanent Role – If You Know How to Stand Out,https://www.recruiter.com/i/you-can-turn-your-temp-job-into-a-permanent-role-if-you-know-how-to-stand-out/,"<p>The holiday season always brings with it a flood of new jobs. This year, for example, U.S. retailers expect to hire a total of 740,000 seasonal workers. But as the name “seasonal worker” implies, these jobs don’t last forever. Come January, many of these temporary employees will be on the hunt again...</p>
",11,12/19/2016 10:45
3066,Being the Boss Not a Career Priority for Millennials ,shrm-logo.jpg,Being the Boss Not a Career Priority for Millennials ,Being the Boss Not a Career Priority for Millennials ,https://www.shrm.org/resourcesandtools/hr-topics/organizational-and-employee-development/pages/being-the-boss-not-a-career-priority-for-millennials.aspx,"<p>Experts at San Jose, Calif.-based RiseSmart, a Randstad company that provides career-transition services, suggest encouraging moves within an organization to keep employees. This can provide the job shift that Millennials may be looking for without the need to change employers...</p>
",11,12/9/2016 19:45
3081,CFO of the Year 2016: Dan Davenport of RiseSmart,silvalley-busjournal-logo.jpg,CFO of the Year 2016: Dan Davenport of RiseSmart,CFO of the Year 2016: Dan Davenport of RiseSmart,http://www.bizjournals.com/sanjose/news/2016/12/02/cfo-of-the-year-2016-dan-davenport-of-risesmart.html,"<p>As a co-founder of the company, I’ve been involved in all aspects of the company from day one. My primary focus areas have been 1) operations, where I led efforts to build a delivery organization that’s flexible enough to address the inherent unpredictability of the outplacement industry, while at the same time producing quality results for our customers, and 2) finance and administration — I built a lean finance, accounting and HR team...</p>
",11,12/2/2016 10:45
3111,Preparing Your Employees to Find Another Job Can Help Your Brand,hcm-expert-logo.jpg,Preparing Your Employees to Find Another Job Can Help Your Brand,Preparing Your Employees to Find Another Job Can Help Your Brand,http://www.hcm-expert.com/topics/hcm-expert/articles/427581-preparing-employees-find-another-job-help-brand.htm,"<p>In today’s business environment, layoffs are inevitable. Even in the most promising companies, restructuring and resizing have become a part of normal operating procedures. In 2015, layoffs were up 13 percent from the previous year, due to an increase in mergers and acquisitions, shifting political priorities, economic instabilities, and cyclical hiring and cutting across some industries...</p>
",11,11/30/2016 10:45
3031, Randstad Buys Sageco - Outplacement services continue to be developed.,gr.jpg, Randstad Buys Sageco - Outplacement services continue to be developed., Randstad Buys Sageco - Outplacement services continue to be developed.,http://www.theglobalrecruiter.com/news/outplacement-services-continue-to-be-developed/8011,"<p>The acquisition is part of a broader Randstad strategy of becoming the leading global player in the outplacement industry. In fact, Randstad’s aggressive move started in 2015 with the acquisition of RiseSmart, a US-based market leader in innovative, technology-driven outplacement services... ...As of completion, which is expected to take place on 31 December 2016, Sageco will be renamed Sageco, a RiseSmart company.</p>
",11,11/24/2016 20:35
3026,Australia – Randstad acquires Sageco,sia.jpg,Australia – Randstad acquires Sageco,Australia – Randstad acquires Sageco,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-Randstad-acquires-Sageco-40186,"<p>Global staffing provider Randstad announced that it has signed an agreement to acquire a 100% stake in Sageco, a provider of career transitions in Australia and New Zealand. As of completion, which is expected to take place on 31 December 2016, Sageco will be renamed Sageco, a RiseSmart company...</p>
",11,11/24/2016 19:35
3106,Michael Gray - Vice President of Products at RiseSmart,sf-biz-times-logo.jpg,Michael Gray - Vice President of Products at RiseSmart,Michael Gray - Vice President of Products at RiseSmart,http://www.bizjournals.com/sanfrancisco/potmsearch/detail/submission/6381270/Michael_Gray,"<p>RiseSmart, the leading provider of contemporary career transition services, has appointed Michael Gray as the company’s new vice president of products. In this role, Gray will set and drive the product vision for the company in its pursuit to be the global market leader in career transition services...</p>
",11,11/16/2016 10:45
